Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
2,2.0,2020-08-19,25-182,DEN,,UTA,L (-19),1,31:40,10.0,21.0,0.476,1.0,2.0,0.5,7.0,10.0,0.7,5.0,6.0,11.0,6.0,0.0,0.0,2.0,3.0,28.0,22.4,-23.0,0.524,0.444,7.5,30.6,18.5,61.4,1.2,4.5,18.5,28.9,104.0,96.0,9.9
2,2.0,2020-08-19,25-182,DEN,,UTA,L (-19),1,31:40,10.0,21.0,0.476,1.0,2.0,0.5,7.0,10.0,0.7,5.0,6.0,11.0,6.0,0.0,0.0,2.0,3.0,28.0,22.4,-23.0,0.551,0.5,19.9,23.3,21.7,41.6,0.0,0.0,7.3,41.1,128.0,144.0,7.2
3,3.0,2019-10-28,24-251,DEN,@,SAC,W (+7),1,28:27,4.0,15.0,0.267,0.0,5.0,0.0,1.0,1.0,1.0,3.0,10.0,13.0,2.0,2.0,1.0,2.0,4.0,9.0,5.7,-3.0,0.291,0.267,9.7,33.7,21.5,11.5,3.7,3.1,11.5,25.1,74.0,88.0,-4.9
3,3.0,2019-10-28,24-251,DEN,@,SAC,W (+7),1,28:27,4.0,15.0,0.267,0.0,5.0,0.0,1.0,1.0,1.0,3.0,10.0,13.0,2.0,2.0,1.0,2.0,4.0,9.0,5.7,-3.0,0.54,0.538,0.0,18.0,8.0,38.0,0.0,3.2,12.6,21.9,111.0,135.0,5.1
3,3.0,2020-08-21,25-184,DEN,@,UTA,L (-37),1,31:42,6.0,13.0,0.462,2.0,6.0,0.333,1.0,2.0,0.5,0.0,5.0,5.0,6.0,0.0,1.0,2.0,1.0,15.0,11.9,-21.0,0.291,0.267,9.7,33.7,21.5,11.5,3.7,3.1,11.5,25.1,74.0,88.0,-4.9
3,3.0,2020-08-21,25-184,DEN,@,UTA,L (-37),1,31:42,6.0,13.0,0.462,2.0,6.0,0.333,1.0,2.0,0.5,0.0,5.0,5.0,6.0,0.0,1.0,2.0,1.0,15.0,11.9,-21.0,0.54,0.538,0.0,18.0,8.0,38.0,0.0,3.2,12.6,21.9,111.0,135.0,5.1
4,4.0,2019-10-29,24-252,DEN,,DAL,L (-3),1,32:56,4.0,8.0,0.5,0.0,1.0,0.0,2.0,2.0,1.0,2.0,8.0,10.0,10.0,3.0,0.0,4.0,3.0,10.0,14.6,15.0,0.563,0.5,6.3,25.3,15.8,39.2,4.8,0.0,31.1,17.6,112.0,109.0,8.0
4,4.0,2019-10-29,24-252,DEN,,DAL,L (-3),1,32:56,4.0,8.0,0.5,0.0,1.0,0.0,2.0,2.0,1.0,2.0,8.0,10.0,10.0,3.0,0.0,4.0,3.0,10.0,14.6,15.0,0.583,0.563,7.6,16.8,11.1,21.3,0.0,0.0,7.4,29.4,131.0,144.0,3.0
4,4.0,2020-08-23,25-186,DEN,@,UTA,L (-2),1,39:20,12.0,24.0,0.5,3.0,10.0,0.3,2.0,2.0,1.0,3.0,4.0,7.0,6.0,0.0,0.0,2.0,3.0,29.0,21.3,-1.0,0.563,0.5,6.3,25.3,15.8,39.2,4.8,0.0,31.1,17.6,112.0,109.0,8.0
4,4.0,2020-08-23,25-186,DEN,@,UTA,L (-2),1,39:20,12.0,24.0,0.5,3.0,10.0,0.3,2.0,2.0,1.0,3.0,4.0,7.0,6.0,0.0,0.0,2.0,3.0,29.0,21.3,-1.0,0.583,0.563,7.6,16.8,11.1,21.3,0.0,0.0,7.4,29.4,131.0,144.0,3.0
5,5.0,2019-10-31,24-254,DEN,@,NOP,L (-15),1,27:08,5.0,6.0,0.833,0.0,1.0,0.0,3.0,3.0,1.0,0.0,6.0,6.0,6.0,1.0,0.0,2.0,3.0,13.0,14.6,-16.0,0.888,0.833,0.0,33.2,14.7,31.1,1.7,0.0,21.5,15.0,148.0,118.0,7.5
5,5.0,2019-10-31,24-254,DEN,@,NOP,L (-15),1,27:08,5.0,6.0,0.833,0.0,1.0,0.0,3.0,3.0,1.0,0.0,6.0,6.0,6.0,1.0,0.0,2.0,3.0,13.0,14.6,-16.0,0.816,0.816,0.0,18.2,9.2,15.2,0.0,2.5,9.5,23.3,144.0,115.0,10.1
5,5.0,2020-08-25,25-188,DEN,,UTA,W (+10),1,42:51,12.0,19.0,0.632,7.0,11.0,0.636,0.0,0.0,,0.0,6.0,6.0,4.0,0.0,1.0,2.0,4.0,31.0,24.2,15.0,0.888,0.833,0.0,33.2,14.7,31.1,1.7,0.0,21.5,15.0,148.0,118.0,7.5
5,5.0,2020-08-25,25-188,DEN,,UTA,W (+10),1,42:51,12.0,19.0,0.632,7.0,11.0,0.636,0.0,0.0,,0.0,6.0,6.0,4.0,0.0,1.0,2.0,4.0,31.0,24.2,15.0,0.816,0.816,0.0,18.2,9.2,15.2,0.0,2.5,9.5,23.3,144.0,115.0,10.1
6,6.0,2019-11-02,24-256,DEN,@,ORL,W (+4),1,31:27,7.0,14.0,0.5,3.0,7.0,0.429,3.0,4.0,0.75,0.0,7.0,7.0,4.0,0.0,0.0,1.0,2.0,20.0,15.7,14.0,0.635,0.607,0.0,24.3,12.1,37.4,0.0,0.0,6.0,24.8,124.0,95.0,10.2
6,6.0,2019-11-02,24-256,DEN,@,ORL,W (+4),1,31:27,7.0,14.0,0.5,3.0,7.0,0.429,3.0,4.0,0.75,0.0,7.0,7.0,4.0,0.0,0.0,1.0,2.0,20.0,15.7,14.0,0.64,0.567,8.2,6.4,7.2,39.8,4.4,0.0,10.4,26.0,144.0,115.0,9.9
6,6.0,2020-08-30,25-193,DEN,@,UTA,W (+12),1,36:26,7.0,15.0,0.467,3.0,5.0,0.6,5.0,5.0,1.0,2.0,2.0,4.0,9.0,3.0,0.0,2.0,4.0,22.0,22.0,1.0,0.635,0.607,0.0,24.3,12.1,37.4,0.0,0.0,6.0,24.8,124.0,95.0,10.2
6,6.0,2020-08-30,25-193,DEN,@,UTA,W (+12),1,36:26,7.0,15.0,0.467,3.0,5.0,0.6,5.0,5.0,1.0,2.0,2.0,4.0,9.0,3.0,0.0,2.0,4.0,22.0,22.0,1.0,0.64,0.567,8.2,6.4,7.2,39.8,4.4,0.0,10.4,26.0,144.0,115.0,9.9
7,7.0,2019-11-05,24-259,DEN,,MIA,W (+20),1,22:46,4.0,12.0,0.333,1.0,4.0,0.25,0.0,1.0,0.0,0.0,5.0,5.0,5.0,1.0,1.0,4.0,4.0,9.0,2.9,11.0,0.362,0.375,0.0,20.7,11.6,28.8,2.1,3.6,24.3,30.9,69.0,86.0,-7.4
7,7.0,2019-11-05,24-259,DEN,,MIA,W (+20),1,22:46,4.0,12.0,0.333,1.0,4.0,0.25,0.0,1.0,0.0,0.0,5.0,5.0,5.0,1.0,1.0,4.0,4.0,9.0,2.9,11.0,0.606,0.565,8.0,28.3,18.4,30.5,0.0,0.0,7.5,33.4,116.0,89.0,13.0
7,7.0,2020-09-01,25-195,DEN,,UTA,W (+2),1,38:55,12.0,23.0,0.522,2.0,5.0,0.4,4.0,4.0,1.0,3.0,11.0,14.0,4.0,0.0,0.0,2.0,5.0,30.0,22.9,2.0,0.362,0.375,0.0,20.7,11.6,28.8,2.1,3.6,24.3,30.9,69.0,86.0,-7.4
7,7.0,2020-09-01,25-195,DEN,,UTA,W (+2),1,38:55,12.0,23.0,0.522,2.0,5.0,0.4,4.0,4.0,1.0,3.0,11.0,14.0,4.0,0.0,0.0,2.0,5.0,30.0,22.9,2.0,0.606,0.565,8.0,28.3,18.4,30.5,0.0,0.0,7.5,33.4,116.0,89.0,13.0
8,8.0,2019-11-08,24-262,DEN,,PHI,W (+3),1,37:47,10.0,22.0,0.455,2.0,9.0,0.222,4.0,5.0,0.8,2.0,8.0,10.0,6.0,2.0,2.0,1.0,4.0,26.0,23.0,18.0,0.537,0.5,5.6,22.6,14.1,29.0,2.6,4.2,4.0,30.6,113.0,96.0,8.7
8,8.0,2019-11-08,24-262,DEN,,PHI,W (+3),1,37:47,10.0,22.0,0.455,2.0,9.0,0.222,4.0,5.0,0.8,2.0,8.0,10.0,6.0,2.0,2.0,1.0,4.0,26.0,23.0,18.0,0.476,0.429,3.3,8.7,5.7,18.9,0.0,0.0,6.0,24.4,104.0,132.0,-3.5
8,8.0,2020-09-03,25-197,DEN,@,LAC,L (-23),1,29:57,6.0,14.0,0.429,0.0,2.0,0.0,3.0,4.0,0.75,1.0,2.0,3.0,3.0,0.0,0.0,1.0,2.0,15.0,8.8,-24.0,0.537,0.5,5.6,22.6,14.1,29.0,2.6,4.2,4.0,30.6,113.0,96.0,8.7
8,8.0,2020-09-03,25-197,DEN,@,LAC,L (-23),1,29:57,6.0,14.0,0.429,0.0,2.0,0.0,3.0,4.0,0.75,1.0,2.0,3.0,3.0,0.0,0.0,1.0,2.0,15.0,8.8,-24.0,0.476,0.429,3.3,8.7,5.7,18.9,0.0,0.0,6.0,24.4,104.0,132.0,-3.5
9,9.0,2019-11-10,24-264,DEN,@,MIN,W (+2),1,35:55,9.0,23.0,0.391,1.0,7.0,0.143,1.0,3.0,0.333,3.0,3.0,6.0,7.0,1.0,1.0,0.0,4.0,20.0,14.7,-2.0,0.411,0.413,8.5,7.6,8.0,40.2,1.4,2.8,0.0,27.9,104.0,94.0,9.2
9,9.0,2019-11-10,24-264,DEN,@,MIN,W (+2),1,35:55,9.0,23.0,0.391,1.0,7.0,0.143,1.0,3.0,0.333,3.0,3.0,6.0,7.0,1.0,1.0,0.0,4.0,20.0,14.7,-2.0,0.727,0.706,2.7,43.8,23.9,18.3,0.0,6.9,25.1,27.9,114.0,92.0,9.4
9,9.0,2020-09-05,25-199,DEN,@,LAC,W (+9),1,37:15,10.0,17.0,0.588,4.0,5.0,0.8,2.0,2.0,1.0,1.0,17.0,18.0,4.0,0.0,3.0,6.0,4.0,26.0,21.2,18.0,0.411,0.413,8.5,7.6,8.0,40.2,1.4,2.8,0.0,27.9,104.0,94.0,9.2
9,9.0,2020-09-05,25-199,DEN,@,LAC,W (+9),1,37:15,10.0,17.0,0.588,4.0,5.0,0.8,2.0,2.0,1.0,1.0,17.0,18.0,4.0,0.0,3.0,6.0,4.0,26.0,21.2,18.0,0.727,0.706,2.7,43.8,23.9,18.3,0.0,6.9,25.1,27.9,114.0,92.0,9.4
10,10.0,2019-11-12,24-266,DEN,,ATL,L (-4),1,30:44,7.0,19.0,0.368,1.0,8.0,0.125,5.0,6.0,0.833,1.0,5.0,6.0,7.0,3.0,0.0,2.0,2.0,20.0,16.4,-2.0,0.462,0.395,3.1,22.3,11.0,31.2,4.8,0.0,8.5,31.6,106.0,120.0,3.4
10,10.0,2019-11-12,24-266,DEN,,ATL,L (-4),1,30:44,7.0,19.0,0.368,1.0,8.0,0.125,5.0,6.0,0.833,1.0,5.0,6.0,7.0,3.0,0.0,2.0,2.0,20.0,16.4,-2.0,0.621,0.604,2.7,44.1,19.4,35.7,1.2,0.0,21.4,36.9,101.0,114.0,6.8
10,10.0,2020-09-07,25-201,DEN,,LAC,L (-6),1,38:38,13.0,24.0,0.542,3.0,8.0,0.375,3.0,4.0,0.75,1.0,11.0,12.0,8.0,1.0,0.0,7.0,4.0,32.0,22.0,-8.0,0.462,0.395,3.1,22.3,11.0,31.2,4.8,0.0,8.5,31.6,106.0,120.0,3.4
10,10.0,2020-09-07,25-201,DEN,,LAC,L (-6),1,38:38,13.0,24.0,0.542,3.0,8.0,0.375,3.0,4.0,0.75,1.0,11.0,12.0,8.0,1.0,0.0,7.0,4.0,32.0,22.0,-8.0,0.621,0.604,2.7,44.1,19.4,35.7,1.2,0.0,21.4,36.9,101.0,114.0,6.8
11,11.0,2019-11-14,24-268,DEN,,BRK,W (+8),1,28:02,8.0,14.0,0.571,2.0,5.0,0.4,0.0,0.0,,2.0,8.0,10.0,3.0,0.0,0.0,0.0,4.0,18.0,15.7,-2.0,0.643,0.643,5.9,24.9,15.2,17.5,0.0,0.0,0.0,21.3,137.0,95.0,9.0
11,11.0,2019-11-14,24-268,DEN,,BRK,W (+8),1,28:02,8.0,14.0,0.571,2.0,5.0,0.4,0.0,0.0,,2.0,8.0,10.0,3.0,0.0,0.0,0.0,4.0,18.0,15.7,-2.0,0.544,0.522,3.3,29.4,17.2,55.2,0.0,2.4,11.2,35.5,102.0,107.0,7.9
11,11.0,2020-09-09,25-203,DEN,,LAC,L (-11),1,38:53,11.0,23.0,0.478,2.0,7.0,0.286,2.0,2.0,1.0,1.0,10.0,11.0,6.0,0.0,1.0,3.0,4.0,26.0,18.3,-7.0,0.643,0.643,5.9,24.9,15.2,17.5,0.0,0.0,0.0,21.3,137.0,95.0,9.0
11,11.0,2020-09-09,25-203,DEN,,LAC,L (-11),1,38:53,11.0,23.0,0.478,2.0,7.0,0.286,2.0,2.0,1.0,1.0,10.0,11.0,6.0,0.0,1.0,3.0,4.0,26.0,18.3,-7.0,0.544,0.522,3.3,29.4,17.2,55.2,0.0,2.4,11.2,35.5,102.0,107.0,7.9
12,12.0,2019-11-17,24-271,DEN,@,MEM,W (+17),1,25:34,4.0,7.0,0.571,1.0,3.0,0.333,0.0,0.0,,0.0,5.0,5.0,8.0,0.0,0.0,2.0,3.0,9.0,9.6,22.0,0.643,0.643,0.0,22.4,11.2,36.2,0.0,0.0,22.2,15.2,127.0,119.0,-0.4
12,12.0,2019-11-17,24-271,DEN,@,MEM,W (+17),1,25:34,4.0,7.0,0.571,1.0,3.0,0.333,0.0,0.0,,0.0,5.0,5.0,8.0,0.0,0.0,2.0,3.0,9.0,9.6,22.0,0.586,0.588,3.2,32.4,19.7,21.2,1.3,5.2,24.2,28.8,96.0,106.0,2.2
12,12.0,2020-09-11,25-205,DEN,@,LAC,W (+6),1,40:07,9.0,17.0,0.529,2.0,6.0,0.333,2.0,4.0,0.5,1.0,13.0,14.0,5.0,1.0,2.0,6.0,3.0,22.0,16.2,13.0,0.643,0.643,0.0,22.4,11.2,36.2,0.0,0.0,22.2,15.2,127.0,119.0,-0.4
12,12.0,2020-09-11,25-205,DEN,@,LAC,W (+6),1,40:07,9.0,17.0,0.529,2.0,6.0,0.333,2.0,4.0,0.5,1.0,13.0,14.0,5.0,1.0,2.0,6.0,3.0,22.0,16.2,13.0,0.586,0.588,3.2,32.4,19.7,21.2,1.3,5.2,24.2,28.8,96.0,106.0,2.2
13,13.0,2019-11-20,24-274,DEN,,HOU,W (+10),1,32:26,12.0,19.0,0.632,2.0,4.0,0.5,1.0,1.0,1.0,5.0,7.0,12.0,4.0,0.0,0.0,7.0,5.0,27.0,17.9,7.0,0.694,0.684,15.1,24.7,19.5,22.6,0.0,0.0,26.5,34.1,105.0,103.0,3.3
13,13.0,2019-11-20,24-274,DEN,,HOU,W (+10),1,32:26,12.0,19.0,0.632,2.0,4.0,0.5,1.0,1.0,1.0,5.0,7.0,12.0,4.0,0.0,0.0,7.0,5.0,27.0,17.9,7.0,0.702,0.682,7.1,33.0,21.7,35.0,1.3,2.4,17.1,35.4,123.0,102.0,12.8
13,13.0,2020-09-13,25-207,DEN,,LAC,W (+13),1,39:38,13.0,22.0,0.591,4.0,6.0,0.667,4.0,5.0,0.8,2.0,12.0,14.0,7.0,1.0,1.0,5.0,2.0,34.0,29.2,9.0,0.694,0.684,15.1,24.7,19.5,22.6,0.0,0.0,26.5,34.1,105.0,103.0,3.3
13,13.0,2020-09-13,25-207,DEN,,LAC,W (+13),1,39:38,13.0,22.0,0.591,4.0,6.0,0.667,4.0,5.0,0.8,2.0,12.0,14.0,7.0,1.0,1.0,5.0,2.0,34.0,29.2,9.0,0.702,0.682,7.1,33.0,21.7,35.0,1.3,2.4,17.1,35.4,123.0,102.0,12.8
14,14.0,2019-11-22,24-276,DEN,,BOS,W (+4),1,35:30,7.0,17.0,0.412,0.0,4.0,0.0,4.0,4.0,1.0,3.0,13.0,16.0,10.0,3.0,1.0,3.0,2.0,18.0,21.8,10.0,0.48,0.412,8.8,41.9,24.6,45.8,4.2,2.5,13.8,26.6,108.0,86.0,14.2
14,14.0,2019-11-22,24-276,DEN,,BOS,W (+4),1,35:30,7.0,17.0,0.412,0.0,4.0,0.0,4.0,4.0,1.0,3.0,13.0,16.0,10.0,3.0,1.0,3.0,2.0,18.0,21.8,10.0,0.512,0.385,10.1,42.5,29.6,49.2,2.6,6.6,24.2,24.0,117.0,78.0,14.8
14,14.0,2020-09-15,25-209,DEN,@,LAC,W (+15),1,39:42,5.0,13.0,0.385,0.0,4.0,0.0,6.0,6.0,1.0,3.0,19.0,22.0,13.0,2.0,3.0,5.0,4.0,16.0,23.3,22.0,0.48,0.412,8.8,41.9,24.6,45.8,4.2,2.5,13.8,26.6,108.0,86.0,14.2
14,14.0,2020-09-15,25-209,DEN,@,LAC,W (+15),1,39:42,5.0,13.0,0.385,0.0,4.0,0.0,6.0,6.0,1.0,3.0,19.0,22.0,13.0,2.0,3.0,5.0,4.0,16.0,23.3,22.0,0.512,0.385,10.1,42.5,29.6,49.2,2.6,6.6,24.2,24.0,117.0,78.0,14.8
15,15.0,2019-11-24,24-278,DEN,,PHO,W (+12),1,32:20,4.0,9.0,0.444,0.0,1.0,0.0,0.0,0.0,,4.0,9.0,13.0,5.0,2.0,0.0,1.0,2.0,8.0,12.5,8.0,0.444,0.444,12.4,33.4,21.9,20.0,3.3,0.0,10.0,13.4,125.0,107.0,2.6
15,15.0,2019-11-24,24-278,DEN,,PHO,W (+12),1,32:20,4.0,9.0,0.444,0.0,1.0,0.0,0.0,0.0,,4.0,9.0,13.0,5.0,2.0,0.0,1.0,2.0,8.0,12.5,8.0,0.615,0.571,22.9,9.9,16.0,14.6,0.0,3.3,19.0,35.8,112.0,129.0,-0.8
15,15.0,2020-09-18,25-212,DEN,@,LAL,L (-12),1,25:25,8.0,14.0,0.571,0.0,0.0,,5.0,7.0,0.714,4.0,2.0,6.0,2.0,0.0,1.0,4.0,5.0,21.0,13.1,-19.0,0.444,0.444,12.4,33.4,21.9,20.0,3.3,0.0,10.0,13.4,125.0,107.0,2.6
15,15.0,2020-09-18,25-212,DEN,@,LAL,L (-12),1,25:25,8.0,14.0,0.571,0.0,0.0,,5.0,7.0,0.714,4.0,2.0,6.0,2.0,0.0,1.0,4.0,5.0,21.0,13.1,-19.0,0.615,0.571,22.9,9.9,16.0,14.6,0.0,3.3,19.0,35.8,112.0,129.0,-0.8
16,16.0,2019-11-26,24-280,DEN,,WAS,W (+13),1,24:53,4.0,8.0,0.5,0.0,0.0,,0.0,0.0,,2.0,18.0,20.0,5.0,0.0,0.0,3.0,3.0,8.0,10.1,10.0,0.5,0.5,9.4,65.5,41.0,24.6,0.0,0.0,27.3,17.7,96.0,94.0,-0.9
16,16.0,2019-11-26,24-280,DEN,,WAS,W (+13),1,24:53,4.0,8.0,0.5,0.0,0.0,,0.0,0.0,,2.0,18.0,20.0,5.0,0.0,0.0,3.0,3.0,8.0,10.1,10.0,0.593,0.475,3.3,16.8,9.9,46.9,5.1,0.0,7.3,31.5,127.0,102.0,14.4
16,16.0,2020-09-20,25-214,DEN,@,LAL,L (-2),1,38:39,9.0,20.0,0.45,1.0,4.0,0.25,11.0,12.0,0.917,1.0,5.0,6.0,9.0,4.0,0.0,2.0,4.0,30.0,28.1,-6.0,0.5,0.5,9.4,65.5,41.0,24.6,0.0,0.0,27.3,17.7,96.0,94.0,-0.9
16,16.0,2020-09-20,25-214,DEN,@,LAL,L (-2),1,38:39,9.0,20.0,0.45,1.0,4.0,0.25,11.0,12.0,0.917,1.0,5.0,6.0,9.0,4.0,0.0,2.0,4.0,30.0,28.1,-6.0,0.593,0.475,3.3,16.8,9.9,46.9,5.1,0.0,7.3,31.5,127.0,102.0,14.4
17,17.0,2019-11-30,24-284,DEN,@,SAC,L (-3),1,36:29,3.0,11.0,0.273,0.0,3.0,0.0,1.0,2.0,0.5,3.0,7.0,10.0,6.0,0.0,1.0,4.0,3.0,7.0,4.0,-3.0,0.295,0.273,9.5,19.6,14.8,27.5,0.0,2.3,25.2,20.6,71.0,101.0,-8.1
17,17.0,2019-11-30,24-284,DEN,@,SAC,L (-3),1,36:29,3.0,11.0,0.273,0.0,3.0,0.0,1.0,2.0,0.5,3.0,7.0,10.0,6.0,0.0,1.0,4.0,3.0,7.0,4.0,-3.0,0.698,0.679,12.8,23.0,18.6,22.6,1.3,2.3,24.1,25.7,118.0,106.0,3.4
17,17.0,2020-09-22,25-216,DEN,,LAL,W (+8),1,37:24,9.0,14.0,0.643,1.0,3.0,0.333,3.0,4.0,0.75,3.0,7.0,10.0,5.0,1.0,1.0,5.0,4.0,22.0,18.2,7.0,0.295,0.273,9.5,19.6,14.8,27.5,0.0,2.3,25.2,20.6,71.0,101.0,-8.1
17,17.0,2020-09-22,25-216,DEN,,LAL,W (+8),1,37:24,9.0,14.0,0.643,1.0,3.0,0.333,3.0,4.0,0.75,3.0,7.0,10.0,5.0,1.0,1.0,5.0,4.0,22.0,18.2,7.0,0.698,0.679,12.8,23.0,18.6,22.6,1.3,2.3,24.1,25.7,118.0,106.0,3.4
18,18.0,2019-12-03,24-287,DEN,,LAL,L (-9),1,34:24,4.0,12.0,0.333,0.0,2.0,0.0,5.0,6.0,0.833,1.0,4.0,5.0,8.0,3.0,0.0,5.0,4.0,13.0,9.7,-6.0,0.444,0.333,2.8,13.3,7.7,35.5,4.3,0.0,25.5,25.0,82.0,103.0,0.4
18,18.0,2019-12-03,24-287,DEN,,LAL,L (-9),1,34:24,4.0,12.0,0.333,0.0,2.0,0.0,5.0,6.0,0.833,1.0,4.0,5.0,8.0,3.0,0.0,5.0,4.0,13.0,9.7,-6.0,0.576,0.538,11.5,13.8,12.7,17.4,3.0,0.0,6.7,20.4,126.0,123.0,4.0
18,18.0,2020-09-24,25-218,DEN,,LAL,L (-6),1,35:42,6.0,13.0,0.462,2.0,3.0,0.667,2.0,2.0,1.0,3.0,4.0,7.0,4.0,2.0,0.0,1.0,5.0,16.0,14.4,2.0,0.444,0.333,2.8,13.3,7.7,35.5,4.3,0.0,25.5,25.0,82.0,103.0,0.4
18,18.0,2020-09-24,25-218,DEN,,LAL,L (-6),1,35:42,6.0,13.0,0.462,2.0,3.0,0.667,2.0,2.0,1.0,3.0,4.0,7.0,4.0,2.0,0.0,1.0,5.0,16.0,14.4,2.0,0.576,0.538,11.5,13.8,12.7,17.4,3.0,0.0,6.7,20.4,126.0,123.0,4.0
19,19.0,2019-12-05,24-289,DEN,@,NYK,W (+37),1,24:44,3.0,7.0,0.429,0.0,1.0,0.0,0.0,0.0,,1.0,9.0,10.0,8.0,0.0,1.0,0.0,2.0,6.0,11.2,10.0,0.429,0.429,5.2,39.7,24.0,36.0,0.0,4.0,0.0,12.6,146.0,92.0,4.2
19,19.0,2019-12-05,24-289,DEN,@,NYK,W (+37),1,24:44,3.0,7.0,0.429,0.0,1.0,0.0,0.0,0.0,,1.0,9.0,10.0,8.0,0.0,1.0,0.0,2.0,6.0,11.2,10.0,0.608,0.594,6.8,25.0,14.2,34.0,4.9,0.0,5.7,24.9,125.0,111.0,13.6
19,19.0,2020-09-26,25-220,DEN,@,LAL,L (-10),1,29:57,9.0,16.0,0.563,1.0,4.0,0.25,1.0,1.0,1.0,2.0,5.0,7.0,5.0,3.0,0.0,1.0,5.0,20.0,18.8,-1.0,0.429,0.429,5.2,39.7,24.0,36.0,0.0,4.0,0.0,12.6,146.0,92.0,4.2
19,19.0,2020-09-26,25-220,DEN,@,LAL,L (-10),1,29:57,9.0,16.0,0.563,1.0,4.0,0.25,1.0,1.0,1.0,2.0,5.0,7.0,5.0,3.0,0.0,1.0,5.0,20.0,18.8,-1.0,0.608,0.594,6.8,25.0,14.2,34.0,4.9,0.0,5.7,24.9,125.0,111.0,13.6
20,20.0,2019-12-06,24-290,DEN,@,BOS,L (-13),1,30:40,13.0,21.0,0.619,1.0,5.0,0.2,3.0,3.0,1.0,4.0,6.0,10.0,4.0,1.0,2.0,1.0,3.0,30.0,28.1,0.0,0.672,0.643,13.9,28.5,20.1,33.6,1.6,6.7,4.3,32.4,140.0,106.0,23.9
21,21.0,2019-12-08,24-292,DEN,@,BRK,L (-3),1,33:39,10.0,21.0,0.476,2.0,6.0,0.333,2.0,2.0,1.0,2.0,9.0,11.0,6.0,0.0,0.0,3.0,3.0,24.0,17.4,-10.0,0.548,0.524,6.3,32.1,18.5,39.4,0.0,0.0,12.1,33.1,107.0,109.0,4.2
22,22.0,2019-12-10,24-294,DEN,@,PHI,L (-5),1,33:10,7.0,13.0,0.538,1.0,4.0,0.25,0.0,0.0,,0.0,7.0,7.0,11.0,0.0,1.0,2.0,2.0,15.0,16.4,8.0,0.577,0.577,0.0,22.5,11.6,59.2,0.0,2.7,13.3,21.0,114.0,105.0,8.1
23,23.0,2019-12-12,24-296,DEN,,POR,W (+15),1,31:01,7.0,14.0,0.5,2.0,5.0,0.4,4.0,6.0,0.667,4.0,7.0,11.0,6.0,0.0,0.0,1.0,2.0,20.0,19.5,3.0,0.601,0.571,14.4,27.1,20.5,29.8,0.0,0.0,5.7,25.7,144.0,113.0,9.3
24,24.0,2019-12-14,24-298,DEN,,OKC,W (+8),1,34:53,11.0,14.0,0.786,3.0,6.0,0.5,3.0,4.0,0.75,1.0,13.0,14.0,12.0,1.0,0.0,3.0,2.0,28.0,32.4,15.0,0.888,0.893,3.4,43.6,23.8,59.3,1.4,0.0,16.0,23.4,155.0,100.0,25.7
25,25.0,2019-12-15,24-299,DEN,,NYK,W (+6),1,35:48,10.0,22.0,0.455,2.0,5.0,0.4,3.0,4.0,0.75,3.0,7.0,10.0,5.0,1.0,1.0,2.0,1.0,25.0,20.2,4.0,0.526,0.5,8.0,20.9,14.1,21.9,1.5,2.2,7.8,31.0,116.0,111.0,5.4
26,26.0,2019-12-18,24-302,DEN,,ORL,W (+9),1,30:31,7.0,14.0,0.5,2.0,4.0,0.5,2.0,2.0,1.0,3.0,6.0,9.0,12.0,1.0,1.0,4.0,2.0,18.0,20.2,9.0,0.605,0.571,11.5,20.5,16.3,65.1,1.6,2.7,21.2,26.5,126.0,105.0,14.4
27,27.0,2019-12-20,24-304,DEN,,MIN,W (+9),1,32:44,10.0,16.0,0.625,2.0,4.0,0.5,0.0,0.0,,3.0,7.0,10.0,10.0,0.0,2.0,2.0,4.0,22.0,23.8,12.0,0.688,0.688,11.0,20.5,16.3,50.0,0.0,6.5,11.1,24.2,141.0,104.0,15.6
28,28.0,2019-12-22,24-306,DEN,@,LAL,W (+24),1,27:23,5.0,8.0,0.625,1.0,1.0,1.0,7.0,7.0,1.0,3.0,3.0,6.0,5.0,1.0,1.0,1.0,3.0,18.0,20.4,12.0,0.812,0.688,12.0,11.7,11.8,24.2,1.9,3.2,8.3,18.7,173.0,113.0,12.8
29,29.0,2019-12-23,24-307,DEN,@,PHO,W (+2),1,30:53,6.0,13.0,0.462,4.0,7.0,0.571,6.0,6.0,1.0,1.0,11.0,12.0,10.0,1.0,0.0,2.0,4.0,22.0,23.7,25.0,0.703,0.615,4.4,40.7,24.2,46.2,1.6,0.0,11.3,26.0,145.0,107.0,14.6
30,30.0,2019-12-25,24-309,DEN,,NOP,L (-12),1,30:55,8.0,20.0,0.4,2.0,5.0,0.4,5.0,6.0,0.833,4.0,6.0,10.0,4.0,2.0,0.0,5.0,3.0,23.0,15.0,-13.0,0.508,0.45,12.2,22.7,16.9,25.3,3.2,0.0,18.1,38.3,96.0,112.0,1.8
